MGE_Type	Element_Type	CrossedLineage	CrossedName
IS	ISMain1	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella
IS	ISMaq3	Order	Pseudomonadales
IS	ISMav1	Phylum	Actinobacteria
IS	ISMav10	Phylum	Actinobacteria
IS	ISMav2	Phylum	Proteobacteria;Actinobacteria
IS	ISMav3	Phylum	Actinobacteria
IS	ISMav4	Phylum	Actinobacteria
IS	ISMav5	Phylum	Actinobacteria
IS	ISMav6	Phylum	Actinobacteria
IS	ISMav7	Phylum	Actinobacteria
IS	ISMav8	Phylum	Actinobacteria
IS	ISMav9	Phylum	Actinobacteria
IS	ISMbov1	Phylum	Proteobacteria;Firmicutes
IS	ISMbov3	Phylum	Firmicutes
IS	ISMbov6	Phylum	Firmicutes
IS	ISMch1	Class	Alphaproteobacteria
IS	ISMch2	Class	Alphaproteobacteria
IS	ISMch3	Class	Alphaproteobacteria
IS	ISMch4	Class	Alphaproteobacteria
IS	ISMch5	Class	Alphaproteobacteria
IS	ISMch6	Class	Alphaproteobacteria
IS	ISMch7	Class	Alphaproteobacteria
IS	ISMch8	Class	Alphaproteobacteria
IS	ISMch9	Class	Alphaproteobacteria
IS	ISMdi1	Class	Alphaproteobacteria
IS	ISMdi11	Class	Alphaproteobacteria
IS	ISMdi13	Class	Alphaproteobacteria
IS	ISMdi14B	Class	Alphaproteobacteria
IS	ISMdi15	Class	Alphaproteobacteria
IS	ISMdi16	Class	Alphaproteobacteria
IS	ISMdi17	Class	Alphaproteobacteria
IS	ISMdi18	Class	Alphaproteobacteria
IS	ISMdi2	Class	Alphaproteobacteria
IS	ISMdi20	Class	Alphaproteobacteria
IS	ISMdi21	Class	Alphaproteobacteria
IS	ISMdi24	Class	Alphaproteobacteria
IS	ISMdi25	Class	Alphaproteobacteria
IS	ISMdi26	Class	Alphaproteobacteria
IS	ISMdi27	Class	Alphaproteobacteria
IS	ISMdi28	Class	Alphaproteobacteria
IS	ISMdi3	Class	Alphaproteobacteria
IS	ISMdi4	Class	Alphaproteobacteria
IS	ISMdi5	Phylum	Proteobacteria;Actinobacteria
IS	ISMdi6	Class	Alphaproteobacteria
IS	ISMdi7	Class	Alphaproteobacteria
IS	ISMdi8	Class	Alphaproteobacteria
IS	ISMex1	Class	Alphaproteobacteria
IS	ISMex10	Class	Alphaproteobacteria
IS	ISMex11	Class	Alphaproteobacteria
IS	ISMex12	Phylum	Proteobacteria;Actinobacteria
IS	ISMex13	Class	Alphaproteobacteria
IS	ISMex14	Class	Alphaproteobacteria
IS	ISMex15	Class	Alphaproteobacteria
IS	ISMex16	Class	Alphaproteobacteria
IS	ISMex17	Class	Alphaproteobacteria
IS	ISMex18	Class	Alphaproteobacteria
IS	ISMex19	Class	Alphaproteobacteria
IS	ISMex2	Class	Alphaproteobacteria
IS	ISMex20	Class	Alphaproteobacteria
IS	ISMex21	Class	Alphaproteobacteria
IS	ISMex22	Class	Alphaproteobacteria
IS	ISMex23	Class	Alphaproteobacteria
IS	ISMex24	Class	Alphaproteobacteria
IS	ISMex25	Class	Alphaproteobacteria
IS	ISMex26	Class	Alphaproteobacteria
IS	ISMex27	Class	Alphaproteobacteria
IS	ISMex28	Class	Alphaproteobacteria
IS	ISMex3	Class	Alphaproteobacteria
IS	ISMex30	Class	Alphaproteobacteria
IS	ISMex32	Class	Alphaproteobacteria
IS	ISMex33	Class	Alphaproteobacteria
IS	ISMex34	Class	Gammaproteobacteria;Alphaproteobacteria
IS	ISMex35	Class	Alphaproteobacteria
IS	ISMex36	Class	Alphaproteobacteria
IS	ISMex37	Class	Alphaproteobacteria
IS	ISMex38	Class	Alphaproteobacteria
IS	ISMex39	Class	Alphaproteobacteria
IS	ISMex4	Class	Alphaproteobacteria
IS	ISMex40	Class	Alphaproteobacteria
IS	ISMex41	Class	Alphaproteobacteria
IS	ISMex42	Class	Alphaproteobacteria
IS	ISMex43	Class	Alphaproteobacteria
IS	ISMex44	Class	Alphaproteobacteria
IS	ISMex45	Class	Alphaproteobacteria
IS	ISMex5	Class	Alphaproteobacteria
IS	ISMex6	Class	Alphaproteobacteria
IS	ISMex7	Class	Alphaproteobacteria
IS	ISMex8	Class	Alphaproteobacteria
IS	ISMha1	Order	Pasteurellales
IS	ISMha2	Order	Pasteurellales
IS	ISMha3	Order	Pasteurellales
IS	ISMha4	Order	Pasteurellales
IS	ISMha6	Order	Pasteurellales;Moraxellales
IS	ISMha7	Order	Pasteurellales
IS	ISMk1	Phylum	Actinobacteria
IS	ISMlu1	Phylum	Firmicutes;Actinobacteria
IS	ISMlu10	Phylum	Firmicutes;Actinobacteria
IS	ISMlu11	Phylum	Actinobacteria;Proteobacteria;Firmicutes
IS	ISMlu12	Phylum	Actinobacteria
IS	ISMlu13	Phylum	Actinobacteria
IS	ISMlu14	Phylum	Firmicutes;Actinobacteria;Proteobacteria
IS	ISMlu2	Phylum	Firmicutes;Actinobacteria
IS	ISMlu3	Phylum	Actinobacteria
IS	ISMlu5	Phylum	Actinobacteria;Firmicutes
IS	ISMlu7	Phylum	Firmicutes;Actinobacteria
IS	ISMlu8	Phylum	Actinobacteria
IS	ISMlu9	Phylum	Actinobacteria
IS	ISMpa1	Phylum	Actinobacteria
IS	ISMpo6	Class	Alphaproteobacteria
IS	ISMpo7	Class	Alphaproteobacteria
IS	ISMra1	Class	Alphaproteobacteria
IS	ISMra5	Class	Alphaproteobacteria
IS	ISMrsp3	Family	Morganellaceae
IS	ISMsm1	Phylum	Actinobacteria
IS	ISMsm10	Phylum	Actinobacteria
IS	ISMsm11	Phylum	Actinobacteria
IS	ISMsm12	Phylum	Actinobacteria
IS	ISMsm2	Phylum	Actinobacteria
IS	ISMsm3	Phylum	Actinobacteria
IS	ISMsm4	Phylum	Actinobacteria
IS	ISMsm5	Phylum	Actinobacteria
IS	ISMsm6	Phylum	Actinobacteria
IS	ISMsm7	Phylum	Actinobacteria
IS	ISMsm8	Phylum	Actinobacteria
IS	ISMsm9	Phylum	Actinobacteria
IS	ISMt1	Phylum	Firmicutes;Proteobacteria;Actinobacteria
IS	ISMt2	Phylum	Actinobacteria
IS	ISMt3	Phylum	Actinobacteria
IS	ISMul1	Phylum	Actinobacteria
IS	ISMva1	Phylum	Actinobacteria
IS	ISMyin1	Phylum	Actinobacteria
IS	ISMyma9	Phylum	Actinobacteria
IS	ISMyo1	Phylum	Actinobacteria
IS	ISMyo2	Phylum	Actinobacteria
IS	ISMysp1	Phylum	Actinobacteria
IS	ISMysp7	Phylum	Actinobacteria
IS	ISNemu1A	Class	Betaproteobacteria
IS	ISNemu1B	Class	Betaproteobacteria
IS	ISNesp1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISNfa1	Phylum	Actinobacteria
IS	ISNg1	Class	Betaproteobacteria
IS	ISNgo2	Phylum	Firmicutes;Proteobacteria
IS	ISNgo3	Class	Betaproteobacteria
IS	ISNme1	Phylum	Proteobacteria;Firmicutes
IS	ISNme2	Class	Betaproteobacteria
IS	ISNme3	Phylum	Firmicutes;Proteobacteria
IS	ISNme4	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISNme5	Phylum	Proteobacteria;Firmicutes
IS	ISOcan1	Class	Alphaproteobacteria
IS	ISOur1	Order	Moraxellales;Enterobacterales
IS	ISP1	Phylum	Firmicutes
IS	ISP2	Phylum	Bacteroidetes;Proteobacteria;Firmicutes
IS	ISPa1	Order	Pseudomonadales
IS	ISPa10	Order	Pseudomonadales
IS	ISPa100	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISPa103	Order	Pseudomonadales
IS	ISPa104	Class	Epsilonproteobacteria;Gammaproteobacteria
IS	ISPa106	Order	Pseudomonadales
IS	ISPa107	Order	Pseudomonadales
IS	ISPa108	Order	Moraxellales;Enterobacterales;Pasteurellales;Pseudomonadales
IS	ISPa109	Order	Pseudomonadales
IS	ISPa11	Class	Epsilonproteobacteria;Gammaproteobacteria
IS	ISPa110	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPa12	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISPa120	Order	Pseudomonadales
IS	ISPa121	Order	Pseudomonadales
IS	ISPa122	Order	Pseudomonadales
IS	ISPa123	Order	Pseudomonadales
IS	ISPa124	Order	Pseudomonadales
IS	ISPa125	Order	Pseudomonadales
IS	ISPa126	Order	Pseudomonadales
IS	ISPa127	Phylum	Firmicutes;Proteobacteria
IS	ISPa128	Order	Pseudomonadales
IS	ISPa13	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
IS	ISPa130	Order	Pseudomonadales
IS	ISPa131	Order	Pseudomonadales
IS	ISPa1328	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISPa139	Order	Pseudomonadales
IS	ISPa14	Phylum	Proteobacteria;Actinobacteria;Tenericutes;Firmicutes
IS	ISPa140	Order	Pseudomonadales
IS	ISPa157	Phylum	Actinobacteria;Proteobacteria
IS	ISPa158	Order	Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISPa159	Genus	Klebsiella
IS	ISPa16	Order	Enterobacterales;Pseudomonadales
IS	ISPa160	Order	Pseudomonadales
IS	ISPa1635	Phylum	Proteobacteria;Firmicutes
IS	ISPa195	Order	Pseudomonadales
IS	ISPa196	Order	Pseudomonadales
IS	ISPa2	Order	Pseudomonadales
IS	ISPa20	Order	Pseudomonadales;Xanthomonadales
IS	ISPa22	Order	Pseudomonadales
IS	ISPa25	Genus	Klebsiella
IS	ISPa26	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPa27	Order	Pseudomonadales
IS	ISPa31	Order	Pseudomonadales
IS	ISPa32	Order	Enterobacterales;Pseudomonadales
IS	ISPa33	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPa34	Order	Pseudomonadales
IS	ISPa36	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPa37	Order	Pseudomonadales;Enterobacterales
IS	ISPa38	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISPa39	Order	Pseudomonadales;Xanthomonadales
IS	ISPa4	Order	Pseudomonadales
IS	ISPa40	Order	Enterobacterales;Pseudomonadales
IS	ISPa41	Order	Enterobacterales;Pseudomonadales
IS	ISPa42	Order	Pseudomonadales
IS	ISPa43	Order	Pseudomonadales
IS	ISPa45	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPa46	Order	Enterobacterales;Pseudomonadales
IS	ISPa47	Order	Enterobacterales;Pseudomonadales
IS	ISPa5	Phylum	Proteobacteria;Firmicutes
IS	ISPa51	Order	Pseudomonadales
IS	ISPa52	Order	Pseudomonadales
IS	ISPa54	Order	Pseudomonadales
IS	ISPa55	Order	Enterobacterales;Pseudomonadales
IS	ISPa56	Order	Pseudomonadales;Enterobacterales
IS	ISPa57	Phylum	Proteobacteria;Firmicutes
IS	ISPa59	Order	Pseudomonadales
IS	ISPa6	Order	Pseudomonadales
IS	ISPa60	Order	Aeromonadales;Enterobacterales;Pseudomonadales
IS	ISPa61	Order	Pseudomonadales
IS	ISPa63	Order	Pseudomonadales
IS	ISPa64	Order	Pseudomonadales
IS	ISPa65	Order	Pseudomonadales
IS	ISPa67	Order	Pseudomonadales
IS	ISPa7	Order	Enterobacterales;Pseudomonadales
IS	ISPa71	Order	Pseudomonadales;Xanthomonadales
IS	ISPa72	Order	Aeromonadales;Pseudomonadales
IS	ISPa73	Order	Pseudomonadales
IS	ISPa74	Order	Pseudomonadales
IS	ISPa75	Order	Pseudomonadales
IS	ISPa76	Order	Enterobacterales;Pseudomonadales
IS	ISPa77	Order	Pseudomonadales
IS	ISPa78	Order	Pseudomonadales
IS	ISPa79	Order	Pseudomonadales
IS	ISPa8	Order	Pseudomonadales;Vibrionales
IS	ISPa80	Order	Pseudomonadales
IS	ISPa81	Order	Pseudomonadales
IS	ISPa82	Order	Enterobacterales;Pseudomonadales
IS	ISPa83	Order	Pseudomonadales
IS	ISPa85	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISPa86	Phylum	Proteobacteria;Firmicutes
IS	ISPa87	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPa9	Order	Pseudomonadales
IS	ISPa90	Order	Pseudomonadales
IS	ISPa91	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISPa92	Order	Pseudomonadales
IS	ISPa94	Order	Pseudomonadales
IS	ISPa95	Order	Pseudomonadales
IS	ISPa96	Order	Pseudomonadales
IS	ISPa97	Order	Pseudomonadales;Xanthomonadales
IS	ISPa98	Order	Pseudomonadales
IS	ISPa99	Order	Enterobacterales;Pasteurellales;Pseudomonadales;Vibrionales
IS	ISPal1	Order	Enterobacterales;Pseudomonadales
IS	ISPcc4	Phylum	Proteobacteria;Firmicutes
IS	ISPda1	Order	Vibrionales
IS	ISPda2	Order	Vibrionales
IS	ISPda3	Order	Vibrionales
IS	ISPen2	Order	Pseudomonadales
IS	ISPfl3	Order	Pseudomonadales
IS	ISPfr10	Phylum	Actinobacteria
IS	ISPfr13	Phylum	Firmicutes
IS	ISPfr15	Phylum	Actinobacteria
IS	ISPfr16	Phylum	Actinobacteria;Firmicutes
IS	ISPfr3	Phylum	Actinobacteria
IS	ISPg2	Phylum	Bacteroidetes;Bacteroidota
IS	ISPg4	Phylum	Bacteroidetes
IS	ISPg5	Phylum	Bacteroidetes
IS	ISPg6	Phylum	Bacteroidetes
IS	ISPg7	Phylum	Bacteroidetes
IS	ISPg8	Phylum	Proteobacteria;Bacteroidetes;Bacteroidota
IS	ISPge1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPlge2	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISPlge3	Phylum	Actinobacteria;Proteobacteria
IS	ISPlge4	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISPman1	Order	Pseudomonadales;Enterobacterales
IS	ISPme1	Class	Gammaproteobacteria;Alphaproteobacteria
IS	ISPmi1	Genus	Klebsiella
IS	ISPmi2	Order	Enterobacterales;Vibrionales
IS	ISPmi3	Family	Morganellaceae;Enterobacteriaceae
IS	ISPmo1	Order	Enterobacterales;Pseudomonadales
IS	ISPmo2	Order	Pseudomonadales
IS	ISPmo3	Order	Pseudomonadales;Enterobacterales
IS	ISPmo5	Order	Pseudomonadales
IS	ISPp1	Phylum	Firmicutes
IS	ISPpr9	Order	Vibrionales
IS	ISPpu1	Order	Pseudomonadales
IS	ISPpu10	Order	Pseudomonadales
IS	ISPpu11	Phylum	Firmicutes;Proteobacteria
IS	ISPpu12	Phylum	Proteobacteria;Firmicutes
IS	ISPpu13	Order	Pseudomonadales
IS	ISPpu14	Order	Pseudomonadales
IS	ISPpu15	Order	Pseudomonadales
IS	ISPpu16	Order	Pseudomonadales
IS	ISPpu17	Phylum	Proteobacteria;Firmicutes
IS	ISPpu18	Phylum	Proteobacteria;Firmicutes
IS	ISPpu2	Order	Pseudomonadales
IS	ISPpu21	Order	Pseudomonadales
IS	ISPpu22	Order	Pseudomonadales
IS	ISPpu23	Phylum	Proteobacteria;Firmicutes
IS	ISPpu27	Order	Pseudomonadales
IS	ISPpu29	Order	Pseudomonadales
IS	ISPpu30	Order	Pseudomonadales
IS	ISPpu31	Order	Pseudomonadales;Enterobacterales
IS	ISPpu33	Order	Pseudomonadales
IS	ISPpu35	Order	Pseudomonadales
IS	ISPpu36	Order	Pseudomonadales
IS	ISPpu7	Phylum	Proteobacteria;Firmicutes
IS	ISPpu9	Order	Pseudomonadales
IS	ISPre1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPre2	Phylum	Proteobacteria;Firmicutes
IS	ISPre3	Order	Pseudomonadales
IS	ISPre4	Order	Pseudomonadales
IS	ISPrmu1	Phylum	Bacteroidetes
IS	ISPrre1	Order	Enterobacterales;Pseudomonadales
IS	ISPrre11	Order	Vibrionales
IS	ISPrre2	Order	Moraxellales;Enterobacterales;Vibrionales
IS	ISPrs1	Family	Morganellaceae
IS	ISPrsp1	Phylum	Bacteroidetes
IS	ISPrsp2	Phylum	Bacteroidetes;Proteobacteria
IS	ISPrst2	Family	Enterobacteriaceae;Morganellaceae
IS	ISPrst3	Order	Enterobacterales;Vibrionales
IS	ISPsfu1	Order	Pseudomonadales
IS	ISPsh1	Genus	Plesiomonas
IS	ISPsko1	Order	Pseudomonadales;Enterobacterales
IS	ISPsko2	Order	Pseudomonadales
IS	ISPsma1	Order	Pseudomonadales
IS	ISPsme1	Order	Enterobacterales;Pseudomonadales
IS	ISPsp1	Order	Pseudomonadales
IS	ISPsp16	Order	Pseudomonadales
IS	ISPsp17	Order	Pseudomonadales
IS	ISPsp2	Order	Enterobacterales;Pseudomonadales
IS	ISPsp4	Order	Pseudomonadales
IS	ISPsp5	Order	Pseudomonadales
IS	ISPsp6	Order	Pseudomonadales
IS	ISPsp7	Order	Enterobacterales;Pseudomonadales
IS	ISPsp8	Order	Pseudomonadales
IS	ISPsp9	Order	Pseudomonadales
IS	ISPssp2	Genus	Escherichia
IS	ISPst1	Order	Pseudomonadales
IS	ISPst10	Order	Pseudomonadales
IS	ISPst12	Order	Moraxellales;Enterobacterales;Pseudomonadales
IS	ISPst13	Order	Pseudomonadales
IS	ISPst2	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISPst3	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISPst4	Phylum	Proteobacteria;Firmicutes
IS	ISPst5	Order	Pseudomonadales;Enterobacterales
IS	ISPst7	Order	Pseudomonadales
IS	ISPst8	Order	Pseudomonadales
IS	ISPst9	Order	Pseudomonadales
IS	ISPsy14	Order	Enterobacterales;Pseudomonadales
IS	ISPsy20	Order	Pseudomonadales
IS	ISPsy27	Order	Pseudomonadales
IS	ISPsy29	Order	Pseudomonadales
IS	ISPsy40	Order	Pseudomonadales
IS	ISPsy41	Order	Pseudomonadales
IS	ISPsy46	Family	Erwiniaceae
IS	ISPta1	Phylum	Bacteroidetes
IS	ISPvsp1	Genus	Escherichia
IS	ISPvsp2	Phylum	Bacteroidetes
IS	ISPvu1	Family	Morganellaceae
IS	ISPxasp1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISPxasp2	Order	Pseudomonadales;Xanthomonadales
IS	ISPxsp1	Order	Pseudomonadales
IS	ISPye49	Class	Alphaproteobacteria
IS	ISPye59	Class	Alphaproteobacteria
IS	ISRa1	Phylum	Firmicutes
IS	ISRaosp1	Genus	Klebsiella
IS	ISRaq1	Family	Enterobacteriaceae;Erwiniaceae;Yersiniaceae
IS	ISRe46	Phylum	Actinobacteria
IS	ISRel9	Class	Alphaproteobacteria
IS	ISRgn1	Phylum	Firmicutes
IS	ISRgn2	Phylum	Firmicutes
IS	ISRgn3	Phylum	Firmicutes
IS	ISRle4	Class	Alphaproteobacteria
IS	ISRm14	Class	Alphaproteobacteria
IS	ISRme1	Phylum	Firmicutes
IS	ISRme13	Class	Gammaproteobacteria;Betaproteobacteria
IS	ISRme14	Class	Betaproteobacteria
IS	ISRme15	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISRme20	Class	Betaproteobacteria
IS	ISRme6	Class	Betaproteobacteria
IS	ISRmsp1	Phylum	Firmicutes
IS	ISRor2	Family	Enterobacteriaceae;Yersiniaceae
IS	ISRor3	Order	Enterobacterales;Pseudomonadales
IS	ISRor5	Class	Gammaproteobacteria;Alphaproteobacteria
IS	ISRor6	Genus	Enterobacter;Klebsiella
IS	ISRor7	Phylum	Firmicutes;Proteobacteria
IS	ISRor8	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella
IS	ISRor9	Genus	Enterobacter;Klebsiella
IS	ISRpe1	Class	Alphaproteobacteria
IS	ISRso16	Class	Betaproteobacteria
IS	ISRso7	Order	Pseudomonadales
IS	ISRsp3	Order	Pseudomonadales
IS	ISS1A	Phylum	Proteobacteria;Firmicutes
IS	ISS1B	Phylum	Proteobacteria;Firmicutes
IS	ISS1CH	Phylum	Firmicutes
IS	ISS1D	Phylum	Firmicutes
IS	ISS1E	Phylum	Firmicutes;Proteobacteria
IS	ISS1M	Phylum	Firmicutes
IS	ISS1N	Phylum	Proteobacteria;Bacteroidetes;Firmicutes;Actinomycetota
IS	ISS1S	Phylum	Proteobacteria;Firmicutes
IS	ISS1T	Phylum	Firmicutes
IS	ISS1W	Phylum	Proteobacteria;Firmicutes
IS	ISS1X	Phylum	Proteobacteria;Firmicutes;Actinobacteria
IS	ISSa4	Phylum	Proteobacteria;Firmicutes
IS	ISSag10	Phylum	Proteobacteria;Firmicutes;Fusobacteria;Bacillota
IS	ISSag11	Phylum	Firmicutes
IS	ISSag12	Phylum	Firmicutes
IS	ISSag2	Phylum	Firmicutes
IS	ISSag3	Phylum	Firmicutes
IS	ISSag4	Phylum	Firmicutes
IS	ISSag5	Phylum	Firmicutes
IS	ISSag8	Phylum	Proteobacteria;Firmicutes
IS	ISSag9	Phylum	Firmicutes
IS	ISSal1	Phylum	Proteobacteria;Firmicutes
IS	ISSau1	Phylum	Proteobacteria;Firmicutes
IS	ISSau2	Phylum	Firmicutes
IS	ISSau3	Phylum	Proteobacteria;Firmicutes
IS	ISSau4	Phylum	Proteobacteria;Firmicutes
IS	ISSau5	Phylum	Firmicutes
IS	ISSau6	Phylum	Firmicutes;Proteobacteria
IS	ISSau8	Phylum	Firmicutes
IS	ISSau9	Phylum	Firmicutes
IS	ISSba1	Family	Enterobacteriaceae;Morganellaceae
IS	ISSba14	Family	Enterobacteriaceae;Morganellaceae
IS	ISSba16	Order	Alteromonadales
IS	ISSba21	Order	Alteromonadales
IS	ISSba3	Order	Alteromonadales;Vibrionales
IS	ISSbo1	Phylum	Proteobacteria;Firmicutes
IS	ISSdy2	Phylum	Firmicutes
IS	ISSdy3	Phylum	Firmicutes
IS	ISSe1	Species	Salmonella_enterica
IS	ISSen1	Phylum	Proteobacteria;Firmicutes
IS	ISSen10	Phylum	Proteobacteria;Firmicutes
IS	ISSen11	Order	Aeromonadales;Enterobacterales
IS	ISSen13	Order	Moraxellales;Enterobacterales
IS	ISSen14	Phylum	Bacteroidetes;Proteobacteria
IS	ISSen15	Phylum	Proteobacteria;Firmicutes;Actinobacteria
IS	ISSen2	Species	Salmonella_enterica
IS	ISSen3	Phylum	Proteobacteria;Firmicutes
IS	ISSen4	Phylum	Proteobacteria;Firmicutes
IS	ISSen5	Order	Enterobacterales;Vibrionales
IS	ISSen6	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISSen7	Family	Enterobacteriaceae;Hafniaceae
IS	ISSen8	Family	Enterobacteriaceae;Hafniaceae;Yersiniaceae
IS	ISSen9	Phylum	Proteobacteria;Firmicutes;Bacteroidetes;Chlamydiae;Actinobacteria;Tenericutes
IS	ISSep1	Phylum	Proteobacteria;Firmicutes
IS	ISSep2	Phylum	Proteobacteria;Firmicutes;Bacillota
IS	ISSep3	Phylum	Firmicutes;Proteobacteria
IS	ISSeq1	Phylum	Firmicutes
IS	ISSeq10	Phylum	Firmicutes
IS	ISSeq2	Phylum	Firmicutes
IS	ISSeq3	Phylum	Firmicutes
IS	ISSeq4	Phylum	Firmicutes
IS	ISSeq6	Phylum	Firmicutes
IS	ISSf1	Order	Enterobacterales;Vibrionales
IS	ISSfl1	Genus	Escherichia;Salmonella;Shigella
IS	ISSfl10	Phylum	Proteobacteria;Firmicutes
IS	ISSfl11	Family	Enterobacteriaceae;Yersiniaceae
IS	ISSfl3	Family	Enterobacteriaceae;Morganellaceae
IS	ISSfl4	Phylum	Proteobacteria;Firmicutes
IS	ISSfl7	Class	Epsilonproteobacteria;Gammaproteobacteria
IS	ISSfl8	Genus	Escherichia;Shigella
IS	ISSfl9	Genus	Escherichia;Shigella
IS	ISSg1	Phylum	Firmicutes
IS	ISSgsp1	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella
IS	ISSha1	Phylum	Firmicutes;Proteobacteria
IS	ISSham2	Order	Vibrionales
IS	ISShdy1	Phylum	Proteobacteria;Firmicutes
IS	ISShdy2	Genus	Escherichia;Shigella
IS	ISShdy3	Genus	Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
IS	ISShdy4	Genus	Escherichia;Salmonella;Shigella
IS	ISShes1	Order	Enterobacterales;Vibrionales
IS	ISShes10	Order	Pseudomonadales
IS	ISShes11	Order	Pseudomonadales;Enterobacterales
IS	ISShes12	Order	Enterobacterales;Alteromonadales;Vibrionales
IS	ISShes15	Order	Alteromonadales
IS	ISShfr5	Family	Enterobacteriaceae;Morganellaceae
IS	ISShfr9	Order	Enterobacterales;Pasteurellales;Vibrionales
IS	ISShsp1	Class	Alphaproteobacteria
IS	ISSlu1	Phylum	Firmicutes
IS	ISSm1	Family	Enterobacteriaceae;Yersiniaceae
IS	ISSm3	Family	Enterobacteriaceae;Yersiniaceae
IS	ISSm4	Order	Aeromonadales;Enterobacterales;Vibrionales
IS	ISSmi1	Phylum	Firmicutes
IS	ISSmi2	Phylum	Firmicutes
IS	ISSmi3	Phylum	Firmicutes;Proteobacteria
IS	ISSmu2	Phylum	Firmicutes
IS	ISSoEn2	Genus	Enterobacter;Klebsiella
IS	ISSod1	Order	Vibrionales
IS	ISSod11	Order	Vibrionales
IS	ISSod13	Order	Enterobacterales;Vibrionales
IS	ISSod14	Order	Alteromonadales;Vibrionales
IS	ISSod17	Order	Vibrionales
IS	ISSod18	Order	Vibrionales
IS	ISSod20	Order	Alteromonadales
IS	ISSod23	Genus	Escherichia;Klebsiella
IS	ISSod25	Order	Alteromonadales
IS	ISSod4	Order	Enterobacterales;Vibrionales
IS	ISSod5	Order	Alteromonadales
IS	ISSphsp2	Class	Alphaproteobacteria
IS	ISSphsp24	Genus	Escherichia
IS	ISSphsp9	Class	Alphaproteobacteria
IS	ISSpn1	Phylum	Proteobacteria;Actinobacteria;Firmicutes
IS	ISSpn10	Phylum	Proteobacteria;Firmicutes
IS	ISSpn11	Phylum	Proteobacteria;Firmicutes
IS	ISSpn14	Phylum	Proteobacteria;Firmicutes
IS	ISSpn2	Phylum	Firmicutes
IS	ISSpn3	Phylum	Firmicutes
IS	ISSpn4	Phylum	Firmicutes
IS	ISSpn5	Phylum	Proteobacteria;Firmicutes
IS	ISSpn6	Phylum	Firmicutes
IS	ISSpn7	Phylum	Proteobacteria;Actinobacteria;Firmicutes
IS	ISSpn8	Phylum	Proteobacteria;Firmicutes;Actinobacteria
IS	ISSpn9	Phylum	Firmicutes
IS	ISSpr1	Family	Enterobacteriaceae;Yersiniaceae
IS	ISSpr2	Family	Enterobacteriaceae;Hafniaceae;Yersiniaceae
IS	ISSpu1	Order	Enterobacterales;Alteromonadales
IS	ISSpu10	Order	Enterobacterales;Vibrionales
IS	ISSpu11	Order	Enterobacterales;Vibrionales
IS	ISSpu12	Order	Alteromonadales
IS	ISSpu13	Order	Alteromonadales
IS	ISSpu14	Order	Alteromonadales
IS	ISSpu16	Order	Aeromonadales;Enterobacterales;Alteromonadales
IS	ISSpu17	Order	Alteromonadales
IS	ISSpu18	Order	Enterobacterales;Alteromonadales
IS	ISSpu2	Order	Enterobacterales;Alteromonadales
IS	ISSpu20	Order	Enterobacterales;Vibrionales
IS	ISSpu21	Order	Enterobacterales;Vibrionales
IS	ISSpu4	Order	Alteromonadales;Vibrionales
IS	ISSpu6	Order	Enterobacterales;Alteromonadales
IS	ISSpu7	Order	Aeromonadales;Enterobacterales;Alteromonadales;Vibrionales
IS	ISSpu8	Order	Alteromonadales
IS	ISSpu9	Order	Alteromonadales
IS	ISSpwi2	Class	Alphaproteobacteria
IS	ISSpy1	Phylum	Firmicutes
IS	ISSpy2	Phylum	Firmicutes
IS	ISSso4	Order	Enterobacterales;Vibrionales
IS	ISSso6	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	ISSsp2	Class	Alphaproteobacteria
IS	ISSsp4	Class	Alphaproteobacteria
